DEVICE;suministro;cliente;contrato;fecha_inicio;sea;distribuidor;subestacion;zona;distrito;distrito_descripcion;grupo_lectura;ruta_lectura;orden_lectura;grupo_tarifario;codigo_tarifa;tarifa
175;01_AR06;MGQLYZR;4;2017-07-04Z;DBOSCO;13_POZOVERDE;3217;A;1;CORDOBA;1;1420;48;1;140;1.a/f RESIDENCIAL
176;01_AR07;OAEWFYW;2;2001-05-11Z;DBOSCO;13_POZOVERDE;3217;A;1;CORDOBA;1;1420;81;1;140;1.a/f RESIDENCIAL
177;01_AR08;DDTDNSM;3;2017-01-02Z;DBOSCO;13_POZOVERDE;3217;A;1;CORDOBA;1;1420;70;1;140;1.a/f RESIDENCIAL
178;01_AR09;NHDIXO;3;2022-04-21Z;CERRO;13_URCA;3139;A;1;CORDOBA;1;1296;355;1;140;1.a/f RESIDENCIAL
179;01_AR10;BGFEKO;1;2007-07-16Z;CERRO;13_URCA;3139;A;1;CORDOBA;1;1881;4;1;140;1.a/f RESIDENCIAL
180;01_AS01;XOKEKC;1;1990-06-30Z;CERRO;13_URCA;3139;A;1;CORDOBA;1;1881;12;1;140;1.a/f RESIDENCIAL
181;01_AS02;BSUZJXP;2;2020-03-12Z;DBOSCO;13_URCA;3139;A;1;CORDOBA;1;1298;275;2;240;2 GENERAL Y DE SERVICIOS
182;01_AS03;FHXIPAL;2;2009-08-04Z;CERRO;13_URCA;3139;A;1;CORDOBA;1;1420;258;1;190;Residencial
183;01_AS04;FJPUVC;1;1990-06-30Z;DFUNES;13_OPERA;1317;A;1;CORDOBA;1;1882;92;1;140;1.a/f RESIDENCIAL
184;01_AS05;ZVTVVX;1;1990-06-30Z;DFUNES;13_OPERA;1317;A;1;CORDOBA;1;1882;95;1;140;1.a/f RESIDENCIAL
185;01_AS06;XNLUUGJ;6;2021-01-15Z;CERRO;13_URCA;3139;A;1;CORDOBA;1;1881;158;1;140;1.a/f RESIDENCIAL
186;01_AS07;EBTIIV;5;2018-04-09Z;CERRO;13_URCA;3139;A;1;CORDOBA;1;1881;160;1;140;1.a/f RESIDENCIAL
187;01_AS08;PKANMD;1;1990-06-30Z;CERRO;13_URCA;3139;A;1;CORDOBA;1;1245;289;1;140;1.a/f RESIDENCIAL
188;01_AS09;ICPPRYX;2;2001-01-31Z;DFUNES;13_CARAFA;1321;A;1;CORDOBA;3;1262;145;1;140;1.a/f RESIDENCIAL
189;01_AS10;FZBQQS;2;1997-08-01Z;DFUNES;13_CBARROS;4652;A;1;CORDOBA;3;1285;41;1;140;1.a/f RESIDENCIAL
190;01_AT01;WICGSON;5;2024-05-02Z;DFUNES;13_CBARROS;4652;A;1;CORDOBA;3;1261;252;1;140;1.a/f RESIDENCIAL
191;01_AT02;GFZBOX;3;2002-10-03Z;DFUNES;13_CARAFA;859;A;1;CORDOBA;3;1261;2;1;190;Residencial
192;01_AT03;VNROVL;1;1990-06-30Z;DFUNES;13_CBARROS;4652;A;1;CORDOBA;3;1261;242;1;140;1.a/f RESIDENCIAL
193;01_AT04;VZWZJZ;3;1999-04-23Z;DFUNES;13_CARAFA;859;A;1;CORDOBA;3;1262;35;2;240;2 GENERAL Y DE SERVICIOS
194;01_AT05;EDBPNCG;3;2018-06-19Z;DFUNES;13_CARAFA;1321;A;1;CORDOBA;3;1260;142;2;240;2 GENERAL Y DE SERVICIOS
195;01_AT06;AYIOAPR;4;2019-06-10Z;DFUNES;13_CARAFA;1321;A;1;CORDOBA;3;1260;62;1;140;1.a/f RESIDENCIAL
196;01_AT07;WNJHPZ;2;2008-10-17Z;DFUNES;13_CBARROS;4652;A;1;CORDOBA;3;1260;166;1;144;1.d RESID.COMERCIAL
197;01_AT08;JHPAJW;3;1999-08-06Z;DFUNES;13_CARAFA;859;A;1;CORDOBA;3;1265;66;1;140;1.a/f RESIDENCIAL
198;01_AT09;PYTJZMY;5;2021-07-16Z;SOBREM;13_CARAFA;388;A;1;CORDOBA;3;1258;100;1;140;1.a/f RESIDENCIAL
199;01_AT10;FBJBOO;2;2023-08-01Z;SRBUSTO;13_RNUNIEZ;5084;A;1;CORDOBA;1;1700;227;1;140;1.a/f RESIDENCIAL
200;01_AU01;EFGKXIJ;5;2020-02-14Z;DFUNES;13_CBARROS;4652;A;1;CORDOBA;3;1260;183;1;140;1.a/f RESIDENCIAL
201;01_AU02;LTYDGJL;6;2023-02-24Z;DFUNES;13_CBARROS;4652;A;1;CORDOBA;3;1260;185;1;140;1.a/f RESIDENCIAL
202;01_AU03;BSWOWAS;5;2024-04-23Z;DFUNES;13_CBARROS;4652;A;1;CORDOBA;3;1260;186;1;140;1.a/f RESIDENCIAL
203;01_AU04;FISFERB;2;2016-06-15Z;DFUNES;13_CBARROS;4652;A;1;CORDOBA;3;1260;197;1;140;1.a/f RESIDENCIAL
204;01_AU05;PIMUCBD;10;2018-01-31Z;DFUNES;13_CBARROS;4652;A;1;CORDOBA;3;1260;196;1;140;1.a/f RESIDENCIAL
205;01_AU06;OMPYEF;1;1990-06-30Z;DFUNES;13_CARAFA;1321;A;1;CORDOBA;3;1262;132;2;240;2 GENERAL Y DE SERVICIOS
206;01_AU07;AZKEHU;1;1990-06-30Z;DFUNES;13_COMERCIAL;2971;A;1;CORDOBA;3;1285;82;1;190;Residencial
207;01_AU08;NEWKUEG;1;2011-05-23Z;DFUNES;13_CARAFA;388;A;1;CORDOBA;3;1265;48;1;140;1.a/f RESIDENCIAL
208;01_AU09;IQVWUZ;3;2019-07-23Z;DFUNES;13_CARAFA;859;A;1;CORDOBA;3;1265;72;1;140;1.a/f RESIDENCIAL
209;01_AU10;VPSUKCZ;5;2012-06-15Z;DFUNES;13_COMERCIAL;2971;A;1;CORDOBA;3;1265;274;2;240;2 GENERAL Y DE SERVICIOS
210;01_AV01;VENDRH;1;1990-06-30Z;DFUNES;13_CBARROS;4652;A;1;CORDOBA;3;1260;187;1;140;1.a/f RESIDENCIAL
211;01_AV02;VHPFYH;1;1998-05-06Z;DFUNES;13_CBARROS;4652;A;1;CORDOBA;3;1262;89;1;140;1.a/f RESIDENCIAL
212;01_AV03;VPUUDT;1;1990-06-30Z;DFUNES;13_CARAFA;859;A;1;CORDOBA;3;1285;7;1;140;1.a/f RESIDENCIAL
213;01_AV04;RGFRGJP;9;2017-10-30Z;DFUNES;13_CARAFA;1685;A;1;CORDOBA;3;1261;29;1;190;Residencial
214;01_AV05;QWHFRBX;7;2024-03-12Z;SOBREM;13_CARAFA;388;A;1;CORDOBA;3;1258;138;1;140;1.a/f RESIDENCIAL
215;01_AV06;NEQDFB;2;1999-11-25Z;SOBREM;13_CARAFA;388;A;1;CORDOBA;3;1258;132;1;140;1.a/f RESIDENCIAL
216;01_AV07;QKUJCC;1;1990-06-30Z;SOBREM;13_CARAFA;388;A;1;CORDOBA;3;1258;118;1;140;1.a/f RESIDENCIAL
217;01_AV08;SOBBVZY;3;2012-07-02Z;CERRO;13_CROLASROSAS;3154;A;1;CORDOBA;1;1242;34;1;140;1.a/f RESIDENCIAL
218;01_AV09;NQJYYC;1;1990-06-30Z;CERRO;13_CROLASROSAS;3156;A;1;CORDOBA;1;1247;15;1;140;1.a/f RESIDENCIAL
219;01_AV10;NNOKPKY;3;2017-12-05Z;SOBREM;13_CARAFA;388;A;1;CORDOBA;3;1258;119;1;140;1.a/f RESIDENCIAL
220;01_AW01;HRNPPCS;3;2016-02-17Z;DFUNES;13_CBARROS;4652;A;1;CORDOBA;3;1260;152;1;140;1.a/f RESIDENCIAL
221;01_AW02;KKCBRN;6;2017-12-07Z;DFUNES;13_CARAFA;1321;A;1;CORDOBA;3;1260;47;1;140;1.a/f RESIDENCIAL
222;01_AW03;NLAOMRO;8;2021-03-23Z;DFUNES;13_CBARROS;4652;A;1;CORDOBA;3;1260;153;1;140;1.a/f RESIDENCIAL
223;01_AW04;SMLCGV;1;2015-11-12Z;SRBUSTO;13_FAVICUR;1173;A;1;CORDOBA;3;1233;58;1;140;1.a/f RESIDENCIAL
224;01_AW05;QTZHUN;1;1999-11-05Z;SRBUSTO;13_FAVICUR;1173;A;1;CORDOBA;3;1233;323;1;190;Residencial
225;01_AW06;CEYMDK;1;2001-01-05Z;SRBUSTO;13_FAVICUR;3279;A;1;CORDOBA;3;1233;382;1;140;1.a/f RESIDENCIAL
226;01_AW07;NBCAUFL;2;2007-12-03Z;DFUNES;13_CBARROS;4652;A;1;CORDOBA;3;1261;231;1;140;1.a/f RESIDENCIAL
227;01_AW08;NYUEOWV;4;2006-02-09Z;DFUNES;13_CBARROS;4652;A;1;CORDOBA;3;1265;5;1;140;1.a/f RESIDENCIAL
228;01_AW09;OGIIGMA;8;2023-01-17Z;DFUNES;13_CBARROS;4652;A;1;CORDOBA;3;1265;20;1;140;1.a/f RESIDENCIAL
229;01_AW10;YOLRPC;1;1990-06-30Z;DFUNES;13_CBARROS;4652;A;1;CORDOBA;3;1265;10;1;140;1.a/f RESIDENCIAL
230;01_AX01;XCVIGYC;7;2024-04-29Z;SRBUSTO;13_FAVICUR;3097;A;1;CORDOBA;Z03;10242;18;5;541;GOBIERNO Nac/Prov./Mun/V.
231;01_AX02;NMTWZL;1;1999-01-27Z;ARGUE;13_BOULEVARES;3088;A;1;CORDOBA;Z03;10230;2;2;240;2 GENERAL Y DE SERVICIOS
232;01_AX03;ITDMJWA;2;2019-03-20Z;ARGUE;13_LOSHUNGAROS;3724;A;1;CORDOBA;3;1274;184;1;140;1.a/f RESIDENCIAL
233;01_AX04;WERFSNW;1;2010-07-20Z;SRBUSTO;13_LAVOZINT;2659;A;1;CORDOBA;3;1614;49;1;140;1.a/f RESIDENCIAL
234;01_AX05;OFMHZOR;9;2018-06-04Z;DBOSCO;13_POZOVERDE;3107;A;1;CORDOBA;1;1229;34;1;140;1.a/f RESIDENCIAL
235;01_AX06;NLXWDL;3;2007-06-14Z;CERRO;13_PALERMO;1091;A;1;CORDOBA;1;1280;63;1;140;1.a/f RESIDENCIAL
236;01_AX07;AJNKZM;5;2016-10-03Z;DFUNES;13_OPERA;3982;A;1;CORDOBA;1;1280;30;1;140;1.a/f RESIDENCIAL
237;01_AX08;MDRVHY;1;1990-06-30Z;DFUNES;13_OPERA;1900;A;1;CORDOBA;1;1282;168;1;140;1.a/f RESIDENCIAL
238;01_AX09;VPEKXQ;5;2016-05-03Z;DFUNES;13_OPERA;1900;A;1;CORDOBA;1;1280;64;1;140;1.a/f RESIDENCIAL
239;01_AX10;SOKYOHG;3;2018-08-16Z;DFUNES;13_OPERA;4770;A;1;CORDOBA;1;1280;17;1;190;Residencial
240;01_AY01;FXCLNJ;1;1990-06-30Z;DFUNES;13_OPERA;1900;A;1;CORDOBA;1;1280;13;1;140;1.a/f RESIDENCIAL
241;01_AY02;OFDWWSZ;2;2019-06-24Z;CERRO;13_PALERMO;1158;A;1;CORDOBA;1;1883;164;1;140;1.a/f RESIDENCIAL
242;01_AY03;WOAYUV;1;1990-06-30Z;CERRO;13_PALERMO;1158;A;1;CORDOBA;1;1280;50;2;240;2 GENERAL Y DE SERVICIOS
243;01_AY04;OQIKINF;3;2006-03-21Z;CERRO;13_PALERMO;1091;A;1;CORDOBA;1;1280;172;1;140;1.a/f RESIDENCIAL
244;01_AY05;PNJHMBH;4;2018-04-06Z;DFUNES;13_OPERA;4770;A;1;CORDOBA;1;1253;748;1;140;1.a/f RESIDENCIAL
245;01_AY06;YXLMKV;1;1990-06-30Z;DFUNES;13_OPERA;3560;A;1;CORDOBA;1;1280;237;1;140;1.a/f RESIDENCIAL
246;01_AY07;ZUHGYII;4;2017-07-11Z;DFUNES;13_OPERA;4770;A;1;CORDOBA;1;1253;768;1;150;1.h   RESIDENCIAL
247;01_AY08;MQJOBCN;2;2002-08-09Z;DFUNES;13_OPERA;3982;A;1;CORDOBA;1;1280;23;1;140;1.a/f RESIDENCIAL
248;01_AY09;NQSJCPF;2;2003-04-24Z;DFUNES;13_OPERA;4770;A;1;CORDOBA;1;1253;774;1;140;1.a/f RESIDENCIAL
249;01_AY10;VYQFTO;3;2010-11-02Z;DFUNES;13_OPERA;4770;A;1;CORDOBA;1;1253;779;1;150;1.h   RESIDENCIAL
250;01_AZ01;ELDWDC;3;2005-07-01Z;DFUNES;13_OPERA;458;A;1;CORDOBA;1;1272;282;1;190;Residencial
251;01_AZ02;ALMAEOJ;3;2006-08-25Z;DFUNES;13_OPERA;458;A;1;CORDOBA;1;1272;285;1;140;1.a/f RESIDENCIAL
252;01_AZ03;LABHBIO;5;2024-01-03Z;CERRO;13_PALERMO;2374;A;1;CORDOBA;1;1253;477;1;140;1.a/f RESIDENCIAL
253;01_AZ04;ZWQGBP;3;2008-01-16Z;DFUNES;13_OPERA;2812;A;1;CORDOBA;1;1253;496;1;140;1.a/f RESIDENCIAL
254;01_AZ05;THSKMG;1;1998-11-17Z;CERRO;13_URCA;3139;A;1;CORDOBA;1;1881;184;1;140;1.a/f RESIDENCIAL
255;01_AZ06;YBIIQC;1;1990-06-30Z;DFUNES;13_OPERA;2812;A;1;CORDOBA;1;1091;162;1;140;1.a/f RESIDENCIAL
256;01_AZ07;BITUDPQ;2;2017-07-11Z;CERRO;13_PALERMO;1091;A;1;CORDOBA;1;1280;151;1;140;1.a/f RESIDENCIAL
257;01_AZ08;DNTRXB;2;1999-05-03Z;CERRO;13_PALERMO;1091;A;1;CORDOBA;1;1280;160;1;140;1.a/f RESIDENCIAL
258;01_AZ09;BGTMEH;1;1990-06-30Z;CERRO;13_PALERMO;1091;A;1;CORDOBA;1;1091;105;1;190;Residencial
259;01_AZ10;PIGDAK;1;1990-06-30Z;DFUNES;13_OPERA;1317;A;1;CORDOBA;1;1882;103;1;140;1.a/f RESIDENCIAL
260;01_BA01;PVPZFOI;6;2018-11-06Z;DFUNES;13_OPERA;1317;A;1;CORDOBA;1;1882;13;1;140;1.a/f RESIDENCIAL
261;01_BA02;OFBAFU;8;2017-01-02Z;DFUNES;13_OPERA;1317;A;1;CORDOBA;1;1882;100;1;140;1.a/f RESIDENCIAL
262;01_BA03;HTOFGS;2;2014-07-31Z;CERRO;13_PALERMO;1091;A;1;CORDOBA;1;1280;113;1;140;1.a/f RESIDENCIAL
263;01_BA04;FLQIAA;1;1990-06-30Z;CERRO;13_VSIBURU;3058;A;1;CORDOBA;1;1299;121;1;140;1.a/f RESIDENCIAL
264;01_BA05;RWBIBUG;8;2022-05-16Z;CERRO;13_VSIBURU;3058;A;1;CORDOBA;1;1299;125;1;140;1.a/f RESIDENCIAL
265;01_BA06;LIEYGG;1;1990-06-30Z;CERRO;13_VSIBURU;3058;A;1;CORDOBA;1;1299;126;1;190;Residencial
266;01_BA07;GPFRJN;2;1997-03-06Z;CERRO;13_CROLASROSAS;2640;A;1;CORDOBA;1;1250;220;1;140;1.a/f RESIDENCIAL
267;01_BA08;CLMSCLB;6;2021-12-10Z;CERRO;13_VSIBURU;3234;A;1;CORDOBA;1;1299;249;1;140;1.a/f RESIDENCIAL
268;01_BA09;QNGQQSX;10;2021-07-16Z;CERRO;13_VSIBURU;3139;A;1;CORDOBA;1;1299;245;1;140;1.a/f RESIDENCIAL
269;01_BA10;TEKNAD;1;1990-06-30Z;CERRO;13_URCA;3159;A;1;CORDOBA;1;1241;37;1;140;1.a/f RESIDENCIAL
270;01_BB01;NPQYPI;8;2024-04-05Z;CERRO;13_URCA;3173;A;1;CORDOBA;1;1241;2;1;150;1.h   RESIDENCIAL
271;01_BB02;QACGOB;2;2020-01-24Z;CERRO;13_CROLASROSAS;3154;A;1;CORDOBA;1;1249;112;1;140;1.a/f RESIDENCIAL
272;01_BB03;WWIPRK;1;1990-06-30Z;CERRO;13_CROLASROSAS;3154;A;1;CORDOBA;1;1249;107;1;144;1.d RESID.COMERCIAL
273;01_BB04;RGBBVXI;2;2013-11-29Z;CERRO;13_VSIBURU;3058;A;1;CORDOBA;1;1296;290;1;140;1.a/f RESIDENCIAL
274;01_BB05;PXNZGV;2;1997-09-09Z;CERRO;13_CROLASROSAS;3007;A;1;CORDOBA;1;1242;51;1;140;1.a/f RESIDENCIAL
275;01_BB06;JSJIATF;1;2011-04-11Z;CERRO;13_URCA;3234;A;1;CORDOBA;1;1245;205;2;240;2 GENERAL Y DE SERVICIOS
276;01_BB07;KGHYMRS;3;2017-11-01Z;CERRO;13_URCA;3234;A;1;CORDOBA;1;1245;176;1;140;1.a/f RESIDENCIAL
277;01_BB08;RSHJNLV;2;2001-05-02Z;CERRO;13_CROLASROSAS;3154;A;1;CORDOBA;1;1249;52;1;140;1.a/f RESIDENCIAL
278;01_BB09;LUDSJW;2;2000-09-20Z;CERRO;13_CROLASROSAS;2640;A;1;CORDOBA;1;1250;31;1;140;1.a/f RESIDENCIAL
279;01_BB10;ULIODQ;1;2018-12-19Z;CERRO;13_CROLASROSAS;3154;A;1;CORDOBA;1;1249;41;2;240;2 GENERAL Y DE SERVICIOS
280;01_BC01;NTINAB;1;1990-06-30Z;CERRO;13_CROLASROSAS;4598;A;1;CORDOBA;1;1243;69;1;140;1.a/f RESIDENCIAL
281;01_BC02;SKZFWH;1;1990-06-30Z;CERRO;13_VSIBURU;3234;A;1;CORDOBA;1;1296;55;1;140;1.a/f RESIDENCIAL
282;01_BC03;YSGNRRW;2;2017-01-05Z;CERRO;13_VSIBURU;3058;A;1;CORDOBA;1;1299;229;1;140;1.a/f RESIDENCIAL
283;01_BC04;CMHFWXW;5;2023-06-14Z;CERRO;13_VSIBURU;3058;A;1;CORDOBA;1;1299;311;1;140;1.a/f RESIDENCIAL
284;01_BC05;KPWMQG;1;1990-06-30Z;CERRO;13_CROLASROSAS;3154;A;1;CORDOBA;1;1250;307;1;140;1.a/f RESIDENCIAL
285;01_BC06;UZGQID;4;2009-02-27Z;CERRO;13_POZOVERDE;4384;A;1;CORDOBA;1;1250;174;1;140;1.a/f RESIDENCIAL
286;01_BC07;KUBUWNF;2;2023-06-06Z;CERRO;13_VSIBURU;3234;A;1;CORDOBA;1;1299;95;1;140;1.a/f RESIDENCIAL
287;01_BC08;GSDYSS;1;1990-06-30Z;CERRO;13_VSIBURU;3234;A;1;CORDOBA;1;1299;92;1;140;1.a/f RESIDENCIAL
288;01_BC09;HBPERE;1;1990-06-30Z;CERRO;13_VSIBURU;3234;A;1;CORDOBA;1;1299;299;1;150;1.h   RESIDENCIAL
289;01_BC10;DUJTSY;1;1990-06-30Z;CERRO;13_VSIBURU;3058;A;1;CORDOBA;1;1299;336;1;190;Residencial
290;01_BD01;NTIBWD;1;2011-11-10Z;CERRO;13_URCA;3159;A;1;CORDOBA;1;1294;63;1;140;1.a/f RESIDENCIAL
291;01_BD02;LBUTAV;2;2000-03-31Z;CERRO;13_URCA;3173;A;1;CORDOBA;1;1294;6;1;140;1.a/f RESIDENCIAL
292;01_BD03;QUZOWWH;1;2020-01-17Z;CERRO;13_VSIBURU;3234;A;1;CORDOBA;1;1245;184;1;140;1.a/f RESIDENCIAL
293;01_BD04;XFYLJHK;7;2016-02-01Z;CERRO;13_VSIBURU;3058;A;1;CORDOBA;1;1296;276;1;190;Residencial
294;01_BD05;UTIHWY;1;2008-08-28Z;CERRO;13_URCA;3159;A;1;CORDOBA;1;1245;102;1;140;1.a/f RESIDENCIAL
295;01_BD06;KPCNUC;1;1990-06-30Z;CERRO;13_VSIBURU;3234;A;1;CORDOBA;1;1296;47;1;140;1.a/f RESIDENCIAL
296;01_BD07;CUEKAG;2;2004-12-14Z;CERRO;13_VSIBURU;3234;A;1;CORDOBA;1;1296;48;1;140;1.a/f RESIDENCIAL
297;01_BD08;HSQVQF;2;2012-01-11Z;CERRO;13_CROLASROSAS;4644;A;1;CORDOBA;1;1822;50;1;140;1.a/f RESIDENCIAL
298;01_BD09;DCVDDBP;2;2014-09-19Z;CERRO;13_URCA;3173;A;1;CORDOBA;1;1294;192;1;140;1.a/f RESIDENCIAL
299;01_BD10;SACEGH;6;2002-05-02Z;CERRO;13_URCA;3173;A;1;CORDOBA;1;1294;193;1;190;Residencial
300;01_BE01;JZSKOT;3;2014-01-31Z;CERRO;13_VSIBURU;3058;A;1;CORDOBA;1;1299;215;1;190;Residencial
301;01_BE02;RXHUWWY;1;2003-02-13Z;CERRO;13_URCA;3159;A;1;CORDOBA;1;1294;70;1;140;1.a/f RESIDENCIAL
302;01_BE03;LPRBGC;1;1990-06-30Z;CERRO;13_VSIBURU;3234;A;1;CORDOBA;1;1299;200;1;150;1.h   RESIDENCIAL
303;01_BE04;UDQKFG;2;2007-07-31Z;CERRO;13_VSIBURU;3058;A;1;CORDOBA;1;1298;164;1;140;1.a/f RESIDENCIAL
304;01_BE05;XKFLZGA;2;2003-04-10Z;CERRO;13_PALERMO;1161;A;1;CORDOBA;1;1284;47;1;140;1.a/f RESIDENCIAL
305;01_BE06;SRGTOS;1;2008-04-23Z;CERRO;13_VSIBURU;3139;A;1;CORDOBA;1;1298;175;1;140;1.a/f RESIDENCIAL
306;01_BE07;DVIVVIG;3;2019-11-14Z;CERRO;13_VSIBURU;3234;A;1;CORDOBA;1;1296;116;1;140;1.a/f RESIDENCIAL
307;01_BE08;HZSWXB;3;2013-03-13Z;CERRO;13_VSIBURU;3173;A;1;CORDOBA;1;1299;99;1;140;1.a/f RESIDENCIAL
308;01_BE09;WWSDWJ;3;2003-11-17Z;CERRO;13_PALERMO;1311;A;1;CORDOBA;1;1284;10;1;140;1.a/f RESIDENCIAL
309;01_BE10;LQMPRG;1;1990-06-30Z;CERRO;13_PALERMO;1161;A;1;CORDOBA;1;1255;79;1;140;1.a/f RESIDENCIAL
310;01_BF01;NGUAEB;1;1990-06-30Z;CERRO;13_URCA;3159;A;1;CORDOBA;1;1299;79;1;140;1.a/f RESIDENCIAL
311;01_BF02;UZSBDDO;6;2017-08-07Z;CERRO;13_VSIBURU;3139;A;1;CORDOBA;1;1298;183;1;140;1.a/f RESIDENCIAL
312;01_BF03;NIWCTJ;5;2004-08-18Z;CERRO;13_VSIBURU;3234;A;1;CORDOBA;1;1245;179;1;140;1.a/f RESIDENCIAL
313;01_BF04;FWYQQLY;5;2010-03-04Z;CERRO;13_URCA;3159;A;1;CORDOBA;1;1299;44;1;190;Residencial
314;01_BF05;SUDYLDF;1;2008-04-16Z;CERRO;13_URCA;3159;A;1;CORDOBA;1;1299;40;1;190;Residencial
315;01_BF06;BJBJPMP;3;2006-11-22Z;CERRO;13_URCA;3173;A;1;CORDOBA;1;1241;8;1;140;1.a/f RESIDENCIAL
316;01_BF07;WSHIJMP;4;2003-09-03Z;CERRO;13_URCA;3159;A;1;CORDOBA;1;1299;171;1;140;1.a/f RESIDENCIAL
317;01_BF08;KWPAYRD;5;2020-01-13Z;CERRO;13_URCA;3159;A;1;CORDOBA;1;1299;172;1;140;1.a/f RESIDENCIAL
318;01_BF09;NJTFZTE;4;2018-06-05Z;CERRO;13_URCA;3159;A;1;CORDOBA;1;1299;169;1;140;1.a/f RESIDENCIAL
319;01_BF10;DQKNKOK;4;2007-10-31Z;CERRO;13_VSIBURU;3234;A;1;CORDOBA;1;1299;214;1;140;1.a/f RESIDENCIAL
320;01_BG01;CDHIHD;4;2002-12-10Z;CERRO;13_URCA;3159;A;1;CORDOBA;1;1299;71;1;140;1.a/f RESIDENCIAL
321;01_BG02;JFJPOL;1;1990-06-30Z;CERRO;13_URCA;3159;A;1;CORDOBA;1;1299;68;1;140;1.a/f RESIDENCIAL
322;01_BG03;LZBBHV;1;1990-06-30Z;CERRO;13_URCA;3173;A;1;CORDOBA;1;1294;131;1;140;1.a/f RESIDENCIAL
323;01_BG04;CSTECU;8;2020-10-29Z;CERRO;13_URCA;3173;A;1;CORDOBA;1;1294;180;1;140;1.a/f RESIDENCIAL
324;01_BG05;YYHKQS;1;1990-06-30Z;CERRO;13_VSIBURU;3234;A;1;CORDOBA;1;1296;52;1;140;1.a/f RESIDENCIAL
325;01_BG06;JJBDVYZ;7;2016-03-14Z;CERRO;13_URCA;3159;A;1;CORDOBA;1;1299;180;1;190;Residencial
326;01_BG07;ZPSDQT;1;1990-06-30Z;CERRO;13_URCA;3159;A;1;CORDOBA;1;1299;174;1;140;1.a/f RESIDENCIAL
327;01_BG08;WKFBPL;2;2020-12-14Z;CERRO;13_URCA;3159;A;1;CORDOBA;1;1294;38;1;140;1.a/f RESIDENCIAL
328;01_BG09;LKYFKQ;1;1990-06-30Z;CERRO;13_URCA;3159;A;1;CORDOBA;1;1294;60;1;140;1.a/f RESIDENCIAL
329;01_BG10;ARTSSRS;8;2022-12-27Z;CERRO;13_URCA;3159;A;1;CORDOBA;1;1294;110;1;140;1.a/f RESIDENCIAL
330;01_BH01;IZZXXTE;2;2023-01-10Z;CERRO;13_VSIBURU;3228;A;1;CORDOBA;1;1296;302;1;140;1.a/f RESIDENCIAL
331;01_BH02;UPSMUA;5;2021-09-01Z;CERRO;13_VSIBURU;3228;A;1;CORDOBA;1;1092;98;1;140;1.a/f RESIDENCIAL
332;01_BH03;BFXZJS;1;1990-06-30Z;CERRO;13_VSIBURU;3228;A;1;CORDOBA;1;1092;79;1;140;1.a/f RESIDENCIAL
333;01_BH04;KSBHCM;1;1990-06-30Z;CERRO;13_PALERMO;1319;A;1;CORDOBA;1;1256;41;1;140;1.a/f RESIDENCIAL
334;01_BH05;UOVYMA;1;1990-06-30Z;DBOSCO;13_PALERMO;3228;A;1;CORDOBA;1;1092;196;1;140;1.a/f RESIDENCIAL
335;01_BH06;WYUZCKY;2;2013-10-02Z;DBOSCO;13_PALERMO;3228;A;1;CORDOBA;1;1092;200;1;140;1.a/f RESIDENCIAL
336;01_BH07;AVVMUN;1;2004-09-14Z;CERRO;13_PALERMO;1161;A;1;CORDOBA;1;1284;146;1;140;1.a/f RESIDENCIAL
337;01_BH08;WNQEJZ;1;1990-06-30Z;CERRO;13_URCA;3173;A;1;CORDOBA;1;1294;21;1;140;1.a/f RESIDENCIAL
338;01_BH09;STGMLMC;13;2023-11-17Z;CERRO;13_URCA;3159;A;1;CORDOBA;1;1299;27;1;140;1.a/f RESIDENCIAL
339;01_BH10;LLHUND;1;1990-06-30Z;DBOSCO;13_PALERMO;3228;A;1;CORDOBA;1;1092;155;1;140;1.a/f RESIDENCIAL
340;01_BI01;DTZXDQF;6;2024-01-18Z;CERRO;13_VSIBURU;3228;A;1;CORDOBA;1;1298;145;2;240;2 GENERAL Y DE SERVICIOS
341;01_BI02;INLYVNI;2;2020-02-14Z;CERRO;13_URCA;3173;A;1;CORDOBA;1;1244;151;2;240;2 GENERAL Y DE SERVICIOS
342;01_BI03;ETWVEQS;2;2023-05-18Z;CERRO;13_VSIBURU;3228;A;1;CORDOBA;1;1298;123;1;140;1.a/f RESIDENCIAL
343;01_BI04;WSLQMK;2;1999-01-18Z;CERRO;13_VSIBURU;3228;A;1;CORDOBA;1;1298;124;1;140;1.a/f RESIDENCIAL
344;01_BI05;RUIPMP;1;1990-06-30Z;CERRO;13_URCA;3173;A;1;CORDOBA;1;1244;206;1;190;Residencial
345;01_BI06;UNMTEEW;5;2024-04-19Z;CERRO;13_URCA;3173;A;1;CORDOBA;1;1244;240;1;140;1.a/f RESIDENCIAL
346;01_BI07;NITEUQ;1;1990-06-30Z;CERRO;13_URCA;3159;A;1;CORDOBA;1;1299;29;1;140;1.a/f RESIDENCIAL
347;01_BI08;LJCNBJR;5;2015-09-14Z;CERRO;13_PALERMO;1158;A;1;CORDOBA;1;1883;142;1;140;1.a/f RESIDENCIAL
348;01_BI09;EUJGSKT;2;2006-02-01Z;CERRO;13_PALERMO;1158;A;1;CORDOBA;1;1883;143;1;140;1.a/f RESIDENCIAL
349;01_BI10;CHNPNJN;7;2019-10-25Z;CERRO;13_VSIBURU;3228;A;1;CORDOBA;1;1298;97;1;140;1.a/f RESIDENCIAL
